,state_code,state_name,county_code,county_name,aqi,state_code_int,county_code_int
1107,34,New Jersey,39,Union,5.0,34,39
1109,51,Virginia,700,Newport News City,2.0,51,700
1110,4,Arizona,19,Pima,8.0,4,19
1112,1,Alabama,73,Jefferson,9.0,1,73
1114,34,New Jersey,39,Union,9.0,34,39
1116,25,Massachusetts,27,Worcester,3.0,25,27
1117,25,Massachusetts,27,Worcester,5.0,25,27
1118,32,Nevada,31,Washoe,9.0,32,31
1119,80,Country Of Mexico,2,BAJA CALIFORNIA NORTE,2.0,80,2
1121,36,New York,101,Steuben,2.0,36,101
1122,25,Massachusetts,9,Essex,5.0,25,9
1123,36,New York,29,Erie,2.0,36,29
1124,4,Arizona,13,Maricopa,8.0,4,13
1125,20,Kansas,173,Sedgwick,7.0,20,173
1128,2,Alaska,20,Anchorage ,8.0,2,20
1129,51,Virginia,760,Richmond City,2.0,51,760
1130,51,Virginia,510,Alexandria City,8.0,51,510
1131,4,Arizona,13,Maricopa,22.0,4,13
1132,4,Arizona,13,Maricopa,11.0,4,13
1133,4,Arizona,13,Maricopa,7.0,4,13
1141,8,Colorado,1,Adams,7.0,8,1
1142,12,Florida,86,Miami-Dade,6.0,12,86
1143,12,Florida,86,Miami-Dade,17.0,12,86
1144,13,Georgia,89,DeKalb,2.0,13,89
1145,13,Georgia,223,Paulding,2.0,13,223
1146,17,Illinois,31,Cook,8.0,17,31
1147,17,Illinois,31,Cook,5.0,17,31
1148,18,Indiana,3,Allen,3.0,18,3
1149,19,Iowa,153,Polk,5.0,19,153
1150,20,Kansas,173,Sedgwick,3.0,20,173
1151,21,Kentucky,111,Jefferson,7.0,21,111
1152,24,Maryland,510,Baltimore (City),8.0,24,510
1153,25,Massachusetts,17,Middlesex,6.0,25,17
1154,30,Montana,111,Yellowstone,3.0,30,111
1155,32,Nevada,3,Clark,15.0,32,3
1156,32,Nevada,31,Washoe,8.0,32,31
1157,32,Nevada,31,Washoe,10.0,32,31
1158,32,Nevada,31,Washoe,3.0,32,31
1159,34,New Jersey,3,Bergen,8.0,34,3
1160,35,New Mexico,1,Bernalillo,15.0,35,1
1161,36,New York,1,Albany,5.0,36,1
1162,36,New York,61,New York,8.0,36,61
1163,37,North Carolina,183,Wake,19.0,37,183
1164,39,Ohio,49,Franklin,5.0,39,49
1165,39,Ohio,85,Lake,7.0,39,85
1166,39,Ohio,153,Summit,6.0,39,153
1171,47,Tennessee,157,Shelby,10.0,47,157
1179,51,Virginia,59,Fairfax,11.0,51,59
1180,51,Virginia,59,Fairfax,5.0,51,59
1181,51,Virginia,710,Norfolk City,3.0,51,710
1182,51,Virginia,760,Richmond City,1.0,51,760
1183,80,Country Of Mexico,2,BAJA CALIFORNIA NORTE,1.0,80,2
1184,80,Country Of Mexico,2,BAJA CALIFORNIA NORTE,3.0,80,2
1185,80,Country Of Mexico,6,CHIHUAHUA STATE,14.0,80,6
1186,80,Country Of Mexico,6,CHIHUAHUA STATE,8.0,80,6
1187,30,Montana,31,Gallatin,5.0,30,31
1188,2,Alaska,20,Anchorage ,11.0,2,20
1189,8,Colorado,31,Denver,7.0,8,31
1190,17,Illinois,31,Cook,2.0,17,31
1192,4,Arizona,19,Pima,6.0,4,19
1193,39,Ohio,85,Lake,2.0,39,85
1196,8,Colorado,1,Adams,5.0,8,1
1201,4,Arizona,19,Pima,8.0,4,19
1206,4,Arizona,19,Pima,3.0,4,19
1207,1,Alabama,73,Jefferson,0.0,1,73
1208,30,Montana,111,Yellowstone,8.0,30,111
1210,34,New Jersey,17,Hudson,6.0,34,17
1211,34,New Jersey,7,Camden,1.0,34,7
1213,20,Kansas,173,Sedgwick,6.0,20,173
1214,32,Nevada,31,Washoe,3.0,32,31
1215,32,Nevada,31,Washoe,13.0,32,31
1217,13,Georgia,89,DeKalb,8.0,13,89
1218,24,Maryland,23,Garrett,2.0,24,23
1221,1,Alabama,73,Jefferson,7.0,1,73
1223,29,Missouri,510,St. Louis City,3.0,29,510
1224,80,Country Of Mexico,2,BAJA CALIFORNIA NORTE,8.0,80,2
1225,13,Georgia,223,Paulding,3.0,13,223
1226,29,Missouri,189,Saint Louis,3.0,29,189
1227,25,Massachusetts,27,Worcester,6.0,25,27
1229,8,Colorado,31,Denver,6.0,8,31
1231,8,Colorado,123,Weld,7.0,8,123
1232,39,Ohio,49,Franklin,3.0,39,49
1235,39,Ohio,153,Summit,3.0,39,153
1237,4,Arizona,19,Pima,3.0,4,19
1239,35,New Mexico,1,Bernalillo,9.0,35,1
1240,51,Virginia,13,Arlington,2.0,51,13
1241,51,Virginia,13,Arlington,2.0,51,13
1242,22,Louisiana,33,East Baton Rouge,10.0,22,33
1244,51,Virginia,810,Virginia Beach City,3.0,51,810
1245,51,Virginia,810,Virginia Beach City,5.0,51,810
1248,4,Arizona,13,Maricopa,5.0,4,13
1250,26,Michigan,81,Kent,3.0,26,81
1251,32,Nevada,5,Douglas,0.0,32,5
1253,1,Alabama,73,Jefferson,20.0,1,73
1254,4,Arizona,13,Maricopa,16.0,4,13
1255,40,Oklahoma,143,Tulsa,7.0,40,143
1256,32,Nevada,31,Washoe,2.0,32,31
1258,13,Georgia,89,DeKalb,10.0,13,89
1259,34,New Jersey,39,Union,3.0,34,39
1260,51,Virginia,87,Henrico,3.0,51,87
1261,51,Virginia,510,Alexandria City,0.0,51,510
1262,51,Virginia,510,Alexandria City,3.0,51,510
1264,12,Florida,11,Broward,5.0,12,11
1265,32,Nevada,31,Washoe,2.0,32,31
1266,18,Indiana,3,Allen,5.0,18,3
1267,1,Alabama,73,Jefferson,8.0,1,73
1268,1,Alabama,73,Jefferson,7.0,1,73
1269,4,Arizona,13,Maricopa,17.0,4,13
1270,4,Arizona,13,Maricopa,28.0,4,13
1271,4,Arizona,19,Pima,6.0,4,19
1286,8,Colorado,41,El Paso,7.0,8,41
1287,8,Colorado,59,Jefferson,3.0,8,59
1288,8,Colorado,69,Larimer,10.0,8,69
1289,11,District Of Columbia,1,District of Columbia,22.0,11,1
1290,12,Florida,57,Hillsborough,13.0,12,57
1291,12,Florida,57,Hillsborough,3.0,12,57
1292,12,Florida,86,Miami-Dade,11.0,12,86
1293,12,Florida,86,Miami-Dade,7.0,12,86
1294,12,Florida,99,Palm Beach,14.0,12,99
1295,13,Georgia,121,Fulton,9.0,13,121
1296,18,Indiana,63,Hendricks,9.0,18,63
1297,18,Indiana,63,Hendricks,2.0,18,63
1298,19,Iowa,153,Polk,3.0,19,153
1299,24,Maryland,5,Baltimore,6.0,24,5
1300,27,Minnesota,37,Dakota,1.0,27,37
1301,27,Minnesota,137,Saint Louis,10.0,27,137
1302,29,Missouri,95,Jackson,9.0,29,95
1303,29,Missouri,189,Saint Louis,7.0,29,189
1304,29,Missouri,510,St. Louis City,16.0,29,510
1305,30,Montana,29,Flathead,13.0,30,29
1306,30,Montana,31,Gallatin,2.0,30,31
1307,31,Nebraska,109,Lancaster,11.0,31,109
1308,32,Nevada,3,Clark,7.0,32,3
1309,32,Nevada,3,Clark,3.0,32,3
1310,39,Ohio,49,Franklin,6.0,39,49
1311,39,Ohio,61,Hamilton,13.0,39,61
1320,49,Utah,35,Salt Lake,16.0,49,35
1321,49,Utah,35,Salt Lake,13.0,49,35
1322,51,Virginia,650,Hampton City,8.0,51,650
1323,51,Virginia,770,Roanoke City,10.0,51,770
1324,80,Country Of Mexico,2,BAJA CALIFORNIA NORTE,79.0,80,2
1325,80,Country Of Mexico,2,BAJA CALIFORNIA NORTE,18.0,80,2
1326,30,Montana,31,Gallatin,10.0,30,31
1327,17,Illinois,201,Winnebago,7.0,17,201
1328,80,Country Of Mexico,6,CHIHUAHUA STATE,23.0,80,6
1329,39,Ohio,49,Franklin,8.0,39,49
1330,25,Massachusetts,13,Hampden,6.0,25,13
1331,17,Illinois,31,Cook,5.0,17,31
1333,27,Minnesota,53,Hennepin,0.0,27,53
1334,8,Colorado,77,Mesa,6.0,8,77
1335,4,Arizona,19,Pima,10.0,4,19
1339,37,North Carolina,183,Wake,2.0,37,183
1340,54,West Virginia,29,Hancock,3.0,54,29
1341,1,Alabama,73,Jefferson,7.0,1,73
1344,53,Washington,63,Spokane,13.0,53,63
1346,31,Nebraska,109,Lancaster,6.0,31,109
1347,1,Alabama,73,Jefferson,6.0,1,73
1351,32,Nevada,31,Washoe,2.0,32,31
1352,4,Arizona,13,Maricopa,13.0,4,13
1356,1,Alabama,73,Jefferson,6.0,1,73
1357,20,Kansas,209,Wyandotte,3.0,20,209
1360,32,Nevada,3,Clark,3.0,32,3
1362,24,Maryland,510,Baltimore (City),5.0,24,510
1363,36,New York,29,Erie,11.0,36,29
1364,50,Vermont,7,Chittenden,6.0,50,7
1366,29,Missouri,510,St. Louis City,3.0,29,510
1367,25,Massachusetts,27,Worcester,7.0,25,27
1368,17,Illinois,163,Saint Clair,6.0,17,163
1369,25,Massachusetts,9,Essex,2.0,25,9
1370,39,Ohio,35,Cuyahoga,22.0,39,35
1372,39,Ohio,85,Lake,6.0,39,85
1373,24,Maryland,5,Baltimore,2.0,24,5
1374,8,Colorado,41,El Paso,6.0,8,41
1375,36,New York,61,New York,5.0,36,61
1376,36,New York,61,New York,7.0,36,61
1379,32,Nevada,31,Washoe,23.0,32,31
1384,4,Arizona,19,Pima,5.0,4,19
1385,4,Arizona,13,Maricopa,11.0,4,13
1386,39,Ohio,135,Preble,3.0,39,135
1388,26,Michigan,163,Wayne,2.0,26,163
1389,26,Michigan,163,Wayne,5.0,26,163
1390,32,Nevada,31,Washoe,5.0,32,31
1394,26,Michigan,163,Wayne,1.0,26,163
1398,32,Nevada,31,Washoe,8.0,32,31
1401,8,Colorado,67,La Plata,1.0,8,67
1402,34,New Jersey,39,Union,5.0,34,39
1404,32,Nevada,31,Washoe,6.0,32,31
1405,11,District Of Columbia,1,District of Columbia,8.0,11,1
1406,55,Wisconsin,27,Dodge,2.0,55,27
1407,36,New York,29,Erie,2.0,36,29
1410,13,Georgia,223,Paulding,3.0,13,223
1411,25,Massachusetts,27,Worcester,8.0,25,27
1412,25,Massachusetts,25,Suffolk,3.0,25,25
1413,25,Massachusetts,9,Essex,2.0,25,9
1417,25,Massachusetts,13,Hampden,2.0,25,13
1419,2,Alaska,90,Fairbanks North Star ,6.0,2,90
1420,37,North Carolina,119,Mecklenburg,5.0,37,119
1421,51,Virginia,510,Alexandria City,3.0,51,510
1422,40,Oklahoma,143,Tulsa,3.0,40,143
1423,34,New Jersey,13,Essex,7.0,34,13
1425,4,Arizona,19,Pima,6.0,4,19
1427,80,Country Of Mexico,6,CHIHUAHUA STATE,3.0,80,6
1428,54,West Virginia,29,Hancock,3.0,54,29
1432,2,Alaska,90,Fairbanks North Star ,16.0,2,90
1433,9,Connecticut,1,Fairfield,5.0,9,1
1436,30,Montana,49,Lewis and Clark,1.0,30,49
1438,32,Nevada,31,Washoe,5.0,32,31
1439,12,Florida,86,Miami-Dade,2.0,12,86
1440,13,Georgia,89,DeKalb,2.0,13,89
1441,1,Alabama,73,Jefferson,3.0,1,73
1442,72,Puerto Rico,113,Ponce,5.0,72,113
1445,32,Nevada,31,Washoe,7.0,32,31
1446,36,New York,29,Erie,6.0,36,29
1447,18,Indiana,3,Allen,7.0,18,3
1448,36,New York,5,Bronx,3.0,36,5
1449,29,Missouri,510,St. Louis City,3.0,29,510
1450,30,Montana,31,Gallatin,2.0,30,31
1453,39,Ohio,49,Franklin,3.0,39,49
1454,39,Ohio,35,Cuyahoga,7.0,39,35
1457,32,Nevada,3,Clark,3.0,32,3
1459,35,New Mexico,1,Bernalillo,2.0,35,1
1460,22,Louisiana,33,East Baton Rouge,8.0,22,33
1465,26,Michigan,163,Wayne,2.0,26,163
1466,34,New Jersey,17,Hudson,6.0,34,17
1467,41,Oregon,51,Multnomah,2.0,41,51
1468,21,Kentucky,111,Jefferson,3.0,21,111
1469,21,Kentucky,111,Jefferson,3.0,21,111
1470,18,Indiana,163,Vanderburgh,5.0,18,163
1475,50,Vermont,21,Rutland,3.0,50,21
1476,26,Michigan,163,Wayne,3.0,26,163
1477,26,Michigan,163,Wayne,8.0,26,163
1478,12,Florida,86,Miami-Dade,3.0,12,86
1482,20,Kansas,209,Wyandotte,3.0,20,209
1485,12,Florida,31,Duval,6.0,12,31
1486,32,Nevada,31,Washoe,2.0,32,31
1487,54,West Virginia,29,Hancock,3.0,54,29
1488,41,Oregon,67,Washington,6.0,41,67
1490,24,Maryland,19,Dorchester,2.0,24,19
1491,40,Oklahoma,1,Adair,2.0,40,1
1492,17,Illinois,163,Saint Clair,5.0,17,163
1493,8,Colorado,31,Denver,13.0,8,31
1496,39,Ohio,61,Hamilton,6.0,39,61
1497,34,New Jersey,13,Essex,7.0,34,13
1498,47,Tennessee,157,Shelby,2.0,47,157
1500,22,Louisiana,33,East Baton Rouge,2.0,22,33
1501,22,Louisiana,33,East Baton Rouge,3.0,22,33
1505,12,Florida,86,Miami-Dade,3.0,12,86
1506,9,Connecticut,1,Fairfield,5.0,9,1
1507,26,Michigan,81,Kent,8.0,26,81
1509,1,Alabama,73,Jefferson,8.0,1,73
1513,9,Connecticut,3,Hartford,2.0,9,3
1514,9,Connecticut,3,Hartford,5.0,9,3
1515,50,Vermont,21,Rutland,6.0,50,21
1516,26,Michigan,163,Wayne,5.0,26,163
1518,47,Tennessee,9,Blount,2.0,47,9
1519,24,Maryland,27,Howard,6.0,24,27
1520,18,Indiana,97,Marion,3.0,18,97
1521,8,Colorado,67,La Plata,2.0,8,67
1522,13,Georgia,89,DeKalb,8.0,13,89
1523,1,Alabama,73,Jefferson,3.0,1,73
1524,20,Kansas,209,Wyandotte,3.0,20,209
1525,51,Virginia,87,Henrico,1.0,51,87
1526,36,New York,101,Steuben,1.0,36,101
1527,47,Tennessee,157,Shelby,3.0,47,157
1528,36,New York,1,Albany,2.0,36,1
1529,36,New York,1,Albany,3.0,36,1
1530,36,New York,29,Erie,1.0,36,29
1531,36,New York,5,Bronx,2.0,36,5
1532,18,Indiana,89,Lake,15.0,18,89
1533,29,Missouri,510,St. Louis City,7.0,29,510
1534,40,Oklahoma,1,Adair,2.0,40,1
1535,39,Ohio,13,Belmont,2.0,39,13
1536,39,Ohio,61,Hamilton,5.0,39,61
1537,32,Nevada,3,Clark,2.0,32,3
1540,12,Florida,95,Orange,3.0,12,95
1542,47,Tennessee,157,Shelby,2.0,47,157
1543,37,North Carolina,119,Mecklenburg,5.0,37,119
1544,53,Washington,33,King,3.0,53,33
1545,27,Minnesota,37,Dakota,6.0,27,37
1548,50,Vermont,7,Chittenden,5.0,50,7
1549,32,Nevada,31,Washoe,2.0,32,31
1550,9,Connecticut,9,New Haven,5.0,9,9
1552,39,Ohio,35,Cuyahoga,10.0,39,35
1553,26,Michigan,163,Wayne,3.0,26,163
1554,26,Michigan,163,Wayne,7.0,26,163
1556,29,Missouri,510,St. Louis City,3.0,29,510
1558,47,Tennessee,37,Davidson,5.0,47,37
1559,35,New Mexico,1,Bernalillo,2.0,35,1
1560,49,Utah,57,Weber,8.0,49,57
1561,34,New Jersey,17,Hudson,6.0,34,17
1562,17,Illinois,163,Saint Clair,3.0,17,163
1565,40,Oklahoma,109,Oklahoma,3.0,40,109
1566,36,New York,101,Steuben,2.0,36,101
1567,51,Virginia,650,Hampton City,5.0,51,650
1568,36,New York,55,Monroe,5.0,36,55
1570,47,Tennessee,157,Shelby,5.0,47,157
1572,18,Indiana,163,Vanderburgh,6.0,18,163
1575,39,Ohio,113,Montgomery,5.0,39,113
1576,4,Arizona,13,Maricopa,14.0,4,13
1577,4,Arizona,19,Pima,5.0,4,19
1578,37,North Carolina,183,Wake,5.0,37,183
1579,15,Hawaii,3,Honolulu,7.0,15,3
1580,20,Kansas,209,Wyandotte,2.0,20,209
1581,72,Puerto Rico,61,Guaynabo,5.0,72,61
1582,8,Colorado,67,La Plata,1.0,8,67
1583,49,Utah,49,Utah,0.0,49,49
1584,8,Colorado,31,Denver,3.0,8,31
1587,53,Washington,33,King,9.0,53,33
1589,40,Oklahoma,109,Oklahoma,9.0,40,109
1594,72,Puerto Rico,127,San Juan,13.0,72,127
1598,39,Ohio,135,Preble,2.0,39,135
1599,11,District Of Columbia,1,District of Columbia,5.0,11,1
1601,15,Hawaii,3,Honolulu,2.0,15,3
1602,49,Utah,35,Salt Lake,6.0,49,35
1604,50,Vermont,7,Chittenden,2.0,50,7
1605,18,Indiana,97,Marion,3.0,18,97
1606,4,Arizona,13,Maricopa,5.0,4,13
1607,29,Missouri,510,St. Louis City,5.0,29,510
1608,1,Alabama,73,Jefferson,5.0,1,73
1609,72,Puerto Rico,21,Bayamon,6.0,72,21
1610,40,Oklahoma,109,Oklahoma,9.0,40,109
1611,9,Connecticut,9,New Haven,2.0,9,9
1613,9,Connecticut,5,Litchfield,1.0,9,5
1615,12,Florida,11,Broward,7.0,12,11
1616,29,Missouri,510,St. Louis City,5.0,29,510
1620,11,District Of Columbia,1,District of Columbia,9.0,11,1
1621,8,Colorado,123,Weld,1.0,8,123
1624,13,Georgia,121,Fulton,7.0,13,121
1627,35,New Mexico,1,Bernalillo,6.0,35,1
1629,8,Colorado,31,Denver,3.0,8,31
1630,4,Arizona,13,Maricopa,0.0,4,13
1631,72,Puerto Rico,25,Caguas,7.0,72,25
1632,55,Wisconsin,79,Milwaukee,3.0,55,79
1633,55,Wisconsin,79,Milwaukee,3.0,55,79
1634,49,Utah,35,Salt Lake,3.0,49,35
1638,25,Massachusetts,25,Suffolk,5.0,25,25
1639,12,Florida,11,Broward,5.0,12,11
1640,12,Florida,11,Broward,8.0,12,11
1641,30,Montana,31,Gallatin,2.0,30,31
1642,4,Arizona,13,Maricopa,13.0,4,13
1643,4,Arizona,13,Maricopa,17.0,4,13
1645,22,Louisiana,33,East Baton Rouge,2.0,22,33
1646,22,Louisiana,33,East Baton Rouge,3.0,22,33
1647,72,Puerto Rico,113,Ponce,6.0,72,113
1651,35,New Mexico,1,Bernalillo,1.0,35,1
1652,2,Alaska,90,Fairbanks North Star ,2.0,2,90
1653,26,Michigan,163,Wayne,5.0,26,163
1654,39,Ohio,13,Belmont,3.0,39,13
1655,15,Hawaii,3,Honolulu,2.0,15,3
1656,27,Minnesota,37,Dakota,0.0,27,37
1657,54,West Virginia,9,Brooke,5.0,54,9
1665,12,Florida,86,Miami-Dade,5.0,12,86
1666,12,Florida,11,Broward,6.0,12,11
1667,29,Missouri,510,St. Louis City,3.0,29,510
1668,4,Arizona,13,Maricopa,7.0,4,13
1669,47,Tennessee,37,Davidson,5.0,47,37
1671,72,Puerto Rico,113,Ponce,14.0,72,113
1672,51,Virginia,650,Hampton City,3.0,51,650
1673,12,Florida,103,Pinellas,1.0,12,103
1676,47,Tennessee,157,Shelby,5.0,47,157
1677,27,Minnesota,53,Hennepin,1.0,27,53
1678,12,Florida,31,Duval,5.0,12,31
1682,39,Ohio,135,Preble,2.0,39,135
1683,4,Arizona,13,Maricopa,5.0,4,13
1684,53,Washington,33,King,6.0,53,33
1685,8,Colorado,31,Denver,5.0,8,31
1687,21,Kentucky,111,Jefferson,5.0,21,111
1688,25,Massachusetts,25,Suffolk,9.0,25,25
1689,8,Colorado,1,Adams,3.0,8,1
1691,8,Colorado,77,Mesa,2.0,8,77
1699,4,Arizona,13,Maricopa,1.0,4,13
1700,4,Arizona,13,Maricopa,5.0,4,13
1701,32,Nevada,31,Washoe,10.0,32,31
1702,19,Iowa,163,Scott,2.0,19,163
1703,19,Iowa,163,Scott,3.0,19,163
1704,26,Michigan,163,Wayne,3.0,26,163
1705,34,New Jersey,17,Hudson,10.0,34,17
1706,19,Iowa,153,Polk,3.0,19,153
1707,21,Kentucky,111,Jefferson,2.0,21,111
1708,18,Indiana,163,Vanderburgh,3.0,18,163
1709,26,Michigan,163,Wayne,5.0,26,163
1710,26,Michigan,163,Wayne,10.0,26,163
1711,26,Michigan,163,Wayne,6.0,26,163
1712,12,Florida,86,Miami-Dade,3.0,12,86
1713,24,Maryland,27,Howard,3.0,24,27
1715,18,Indiana,97,Marion,5.0,18,97
1716,31,Nebraska,55,Douglas,2.0,31,55
1717,1,Alabama,73,Jefferson,3.0,1,73
1721,36,New York,5,Bronx,7.0,36,5
1722,29,Missouri,510,St. Louis City,5.0,29,510
1724,36,New York,29,Erie,0.0,36,29
